Influence,Participant,Email,Name,Joined Date,Approximate Locations,Assessment Amount,Civility Pledge,"Civility Pledge: Yes, I agree",Friend Referral,Friend Referral: Yes,Friend Referral: No,How did you hear about this survey?,How did you hear about this survey?: From a friend,How did you hear about this survey?:  From the news media,How did you hear about this survey?: I received an email from the City inviting me to participate,How did you hear about this survey?: From the City’s website,How did you hear about this survey?: From a social media post by a friend/business/organization I follow,How did you hear about this survey?: From a City Council meeting or from a Councillor,How did you hear about this survey?:  From one of the City’s social media channels,How long have you been living in Prince George?,How long have you been living in Prince George?: More than 10 years,How long have you been living in Prince George?: 6-10 years,How long have you been living in Prince George?: 3-5 years,How long have you been living in Prince George?: Less than 1 year,How long have you been living in Prince George?: 1-2 years,New Learnings,New Learnings: Yes,New Learnings: No,Other Processes,Other Processes: Yes,Other Processes: No,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Pools,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Arenas,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Playgrounds,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Sidewalks,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Roads,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Stormwater drainage,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Energy – heat and electricity,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Nature parks and trails,"Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Performing Arts,Process Evaluation,Property Type,Provide your input to the City of Prince George,Provide your input to the City of Prince George: Submit,Satisfaction  Roads and Sidewalks Services,Satisfaction Bylaw Enforcement,Satisfaction Community Planning and Infrastructure,Satisfaction Community Support services,Satisfaction Corporate Services,Satisfaction Fire Protection,"Satisfaction Parks, Trails, and Beautification",Satisfaction Police Services,Satisfaction Public Transit,Satisfaction Recreation and Community Services,Satisfaction Services that attract and retain business and facilitate development,Satisfaction Snow and Ice Control,Support for Final Decision,Support for Final Decision: Yes,Support for Final Decision: No,Support for Group Results,Support for Group Results: Yes,Support for Group Results: No,What do you feel are key topics the City should consider as it establishes its 2023 budget?,Corporate Services,Community Planning and Infrastructure,Services that attract and retain business and facilitate development,Community Support services ,"Parks, Trails, and Beautification",Recreation and Community Services, Public Transit Services,Roads and Sidewalks,Snow and Ice Control,Bylaw Enforcement Services,Fire Protection Services,Police Services,Services that attract and retain business and facilitate development Weight,Community Planning and Infrastructure Weight,Community Support services  Weight,Snow and Ice Control Weight,Roads and Sidewalks Weight,"Parks, Trails, and Beautification Weight",Recreation and Community Services Weight,Police Services Weight,Fire Protection Services Weight,Bylaw Enforcement Services Weight, Public Transit Services Weight,Corporate Services Weight
1,1652a90c-a64c-4f70-b934-78b2a1542254,,Guest,"Oct 25, 2022  2:46am",Prince George (CA),417000,,,"Yes, The more input the better",Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Sidewalks, Roads, Stormwater drainage",,,,Selected,Selected,Selected,,,,,7,,Submit,Selected,3,3,,,3,6,4,4,,,,7,Yes,Selected,,,,,#NAME?,Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",, Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 5% Decrease (189.0720114),Bylaw Enforcement Services: 5% Increase (50.39186057),Fire Protection Services: Keep the Same (381.15), 5% Decrease (582.0230197),,40,,,60,50,,30,40,,20,30
1,8e70476c-1108-48b1-baf3-5263164ea4cc,,Guest,"Oct 25, 2022  3:15am",Prince George (CA),,,,,,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,,,,,,,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity",,,,Selected,Selected,Selected,Selected,,,,,,Submit,Selected,,,,,,,,,,,,,,,,,,,Keeping city homeowner taxes from increasing and there should be extra discounts for seniors that qualify for permanent disability tax credits.,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),,,,77,77,,,100,99,,,
1,dcd2e737-92f7-4db9-b77e-e013f6359ed3,,Guest,"Oct 25, 2022  3:19am",Prince George (CA),,,,,,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,,,,,,,"Pools, Arenas, Playgrounds, Sidewalks, Roads, Stormwater drainage, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds, Performing Arts",Selected,Selected,Selected,Selected,Selected,Selected,,,Selected,Selected,,,,,3,,3,4,,5,4,,,,3,,,,,,,,Replacing infrastructure,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: 5% Increase (7),Community Support services : 5% Increase (122.9424394),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",, Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),75,100,76,100,100,73,100,88,88,42,,
1,e0be07c6-d411-4de2-9e39-a29d500c0d80,,Guest,"Oct 25, 2022  3:28am",Vancouver (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire Protection Services: 10% Decrease (343.0329662),Police Services: 5% Increase (643.2886007),,,,,,,,,,,,
1,53a2705c-1dfb-42e9-9c05-fc747e89bf37,,Guest,"Oct 25, 2022  3:30am",Prince George (CA),801000,,,Yes,Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,,,,Yes,Selected,,Roads,,,,,Selected,,,,,,9,,Submit,Selected,,4,3,,3,,,3,,,4,6,Yes,Selected,,Yes,Selected,,"increase policing downtown ... more support for the merchants mitigating crime .
more accountability in budget management / reporting .",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Increase (7),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),63,63,,70,,69,,82,,,28,28
1,ec577e93-382d-409e-885f-cebc39ef2f20,,Guest,"Oct 25, 2022  3:43am",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,d30537d9-5c56-4fd6-9274-584502b93c33,,Guest,"Oct 25, 2022  3:51am",Prince George (CA),,,,Yes,Selected,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,No,,Selected,No,,Selected,"Sidewalks, Roads, Stormwater drainage",,,,Selected,Selected,Selected,,,,,,,Submit,Selected,1,1,1,0,1,0,0,1,1,1,1,0,No,,Selected,No,,Selected,Cut their wages. Stop raising are taxes to benefit them.,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 15% Decrease (118.7081001),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 15% Decrease (81.90775371)",Recreation and Community Services: 15% Decrease (146.1924744), Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: 15% Decrease (95.38597694),Snow and Ice Control: 15% Decrease (169.1696944),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: 15% Increase (438.3199012),Police Services: 15% Increase (704.5541818),,,,98,,,,99,99,4,49,48
1,2d9a588d-5329-4499-ba14-b44f3b23bf9a,,Guest,"Oct 25, 2022  3:52am",Vancouver (CA),,,,,,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,,,,,,,"Pools, Playgrounds, Sidewalks, Roads, Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds, Performing Arts",Selected,,Selected,Selected,Selected,,,Selected,Selected,Selected,,,Submit,Selected,1,,5,2,,9,8,2,3,3,3,0,,,,,,,"The city isn’t kid/family friendly. The new pool will be a great addition but we don’t have a lot of services for families/young kids. The downtown core is terrible, we need to focus on housing the homes less and getting more mental health supports",Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Increase (122.9424394),Keep the same (96.36),Recreation and Community Services: 15% Increase (197.7898183), Public Transit Services: 10% Increase (93.48076694),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 10% Increase (218.9254869),Bylaw Enforcement Services: 5% Increase (50.39186057),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Decrease (520.7574387),53,64,100,100,100,100,100,100,100,100,100,
1,de13d431-c611-4a31-b7c1-9c0d5183670b,,Guest,"Oct 25, 2022  3:57am",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,92473e88-235b-45a9-9882-0b8ed8423f54,,Guest,"Oct 25, 2022  4:00am",Vancouver (CA),,,,No,,Selected,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,,,,,,,"Pools, Arenas, Playgrounds, Sidewalks, Roads, Stormwater drainage, Nature parks and trails",Selected,Selected,Selected,Selected,Selected,Selected,,Selected,,,4,,,,,1,5,,5,8,,8,,,,,,,,,,,,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 15% Decrease (81.90775371)",Recreation and Community Services: 15% Decrease (146.1924744),,,,Bylaw Enforcement Services: 15% Decrease (40.79341094),,,15,35,15,90,75,40,15,90,90,15,15,15
1,54d895a5-0181-4a29-a0e2-864b8fd868dd,,Guest,"Oct 25, 2022  4:14am",Surrey (CA),600000,,,Yes,Selected,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Sidewalks, Roads, Stormwater drainage",,,,Selected,Selected,Selected,,,,,9,,Submit,Selected,,3,,,,6,,6,6,,,,No,,Selected,No,,Selected,Before we increase taxes we need to clean up our act. There is a lot of waste and we need better management of the money we we have now. I want an independent audit of our spending especially all the over-time.,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Decrease (99.52483193),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 15% Decrease (95.38597694),Snow and Ice Control: 15% Decrease (169.1696944),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 10% Decrease (343.0329662), 5% Decrease (582.0230197),28,,30,40,41,73,24,34,31,65,,29
1,d3428680-111d-4f70-b9b2-0d0123576971,,Guest,"Oct 25, 2022  4:14am",Prince George (CA),507000,,,,,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,,,,,,,"Arenas, Roads, Stormwater drainage, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",,Selected,,,Selected,Selected,,,Selected,,,,Submit,Selected,7,2,3,3,3,7,,2,8,,3,8,,,,,,,"Infrastructure improvements
Proper planning for new industrial development",Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 10% Decrease (105.3792338),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 10% Decrease (43.19302335),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),65,45,40,81,70,62,59,70,77,21,66,17
1,964b7973-b011-4acc-bcfd-027b9bbd5674,,Guest,"Oct 25, 2022  4:15am",Prince George (CA),450000,,,Yes,Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,Yes,Selected,,No,,Selected,"Arenas, Sidewalks, Roads, Energy – heat and electricity, Nature parks and trails",,Selected,,Selected,Selected,,Selected,Selected,,,,,,,,5,0,7,2,5,7,4,6,8,0,7,No,,Selected,No,,Selected,,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 10% Decrease (43.19302335),Fire Protection Services: 10% Decrease (343.0329662), 10% Decrease (551.3902292),,,62,81,82,,,34,1,14,30,11
1,01a467fa-34e9-4c40-8b1d-327741b37745,,Guest,"Oct 25, 2022  4:30am",Prince George (CA),,,,Yes,Selected,,From the City’s website,,,,Selected,,,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Stormwater drainage, Energy – heat and electricity",,,,,,Selected,Selected,,,,10,,Submit,Selected,,9,8,,,10,,10,,,,9,No,,Selected,Yes,Selected,,,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Decrease (99.52483193),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: 10% Increase (52.79147298),Fire Protection Services: 5% Increase (400.2051272),,3,71,10,100,,,,100,100,79,,33
1,a9b6e3e3-f7b9-4032-b16c-fd272907ec87,,Guest,"Oct 25, 2022  4:34am",Prince George (CA),650000,,,Yes,Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,Yes,Selected,,,,,"Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails",,,,,Selected,Selected,Selected,Selected,,,9,,,,9,7,6,6,9,8,,7,,,6,9,Yes,Selected,,Yes,Selected,,With inflation to really try to NOT increase taxes this year.,Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 5% Decrease (111.2336357),"Parks, Trails, and Beautification: 10% Decrease (86.72585687)",Recreation and Community Services: 10% Decrease (154.7920317), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 5% Increase (400.2051272),Police Services: 5% Increase (643.2886007),27,86,26,100,80,100,100,100,100,,1,
1,a406c8bc-6369-496f-b57f-db6ec7379f4b,,Guest,"Oct 25, 2022  4:38am",Surrey (CA),,,,No,,Selected,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,No,,Selected,Yes,Selected,,"Arenas, Stormwater drainage, Performing Arts",,Selected,,,,Selected,,,,Selected,8,,,,8,10,1,,4,8,7,4,8,10,3,8,Yes,Selected,,No,,Selected,Our planning and development department is ineffective. The worst I have ever experienced.,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : 5% Decrease (111.2336357),"Parks, Trails, and Beautification: 10% Decrease (86.72585687)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),21,100,43,70,,48,30,100,100,36,12,26
1,ef22e48b-0d04-4b99-98e8-74101bebb604,,Guest,"Oct 25, 2022  4:41am",Powell River (CA),,,,"Yes, Being given the numbers is eye opening",Selected,,From a City Council meeting or from a Councillor,,,,,,Selected,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Stormwater drainage, Energy – heat and electricity",,,,,,Selected,Selected,,,,10,,Submit,Selected,7,5,4,6,5,8,7,4,3,7,6,4,Yes,Selected,,Yes,Selected,,Homeless encampments.,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: 5% Increase (7),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: 10% Decrease (76.48426386),,Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 5% Increase (50.39186057),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),61,100,,62,,25,28,76,76,62,1,
1,9aeff46f-bff5-4a98-af67-76c59d23b16f,,Guest,"Oct 25, 2022  4:42am",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,d221a1d2-53b0-46a6-bce6-18fc010e2aba,,Guest,"Oct 25, 2022  4:45am",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,a734ec6d-5785-4ba0-972e-944908ad9ed9,,Guest,"Oct 25, 2022  4:45am",Victoria (CA),427000,,,"Yes, It was simple",Selected,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,No,,Selected,No,,Selected,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity",,,,Selected,Selected,Selected,Selected,,,,5,,,,,1,,,2,,,3,1,,5,,No,,Selected,No,,Selected,"Safety.  Although all of the questioned points are important, our city is no longer safe.  This must be addressed.",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 10% Decrease (105.3792338),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 10% Decrease (76.48426386),Roads and Sidewalks: Keep the Same (112.22),,Bylaw Enforcement Services: 10% Increase (52.79147298),Fire Protection Services: Keep the Same (381.15),Police Services: 10% Increase (673.9213912),11,,12,,,32,29,79,78,49,9,
1,db340ccf-6bd5-4f7d-b35b-ba3740d47c79,,Guest,"Oct 25, 2022  4:53am",Prince George (CA),1000000,,,,,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,,,,,,,Performing Arts,,,,,,,,,,Selected,,,,,,3,,5,,,7,3,,,3,5,,,,,,,How to clean up Downtown and make it safer for the residents of PG.,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Decrease (111.2336357),Keep the same (96.36),Recreation and Community Services: 10% Decrease (154.7920317), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 5% Increase (400.2051272),Police Services: 10% Increase (673.9213912),51,69,33,100,,34,31,100,100,,,
1,9247b82c-8a92-47d0-b32e-cb3183a241c8,,Guest,"Oct 25, 2022  5:06am",Prince George (CA),505000,,,Yes,Selected,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,3-5 years,,,Selected,,,Yes,Selected,,Yes,Selected,,"Sidewalks, Roads, Energy – heat and electricity, Nature parks and trails, Performing Arts",,,,Selected,Selected,,Selected,Selected,,Selected,7,,,,3,6,4,5,3,,4,3,4,3,3,,Yes,Selected,,No,,Selected,,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: 15% Increase (9),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 15% Increase (110.8163727)",Recreation and Community Services: 15% Increase (197.7898183), Public Transit Services: 5% Decrease (80.73338963),,Snow and Ice Control: 10% Decrease (179.1208529),Bylaw Enforcement Services: 15% Increase (55.19108539),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),61,59,70,37,73,68,68,57,43,57,31,36
1,09b1043b-b83f-443d-8ae0-11cc8b853554,,Guest,"Oct 25, 2022  5:08am",Prince George (CA),,,,,,,"From the news media,  From one of the City’s social media channels",,Selected,,,,,Selected,1-2 years,,,,,Selected,,,,,,,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails",,,,Selected,Selected,Selected,Selected,Selected,,,,,Submit,Selected,4,3,7,6,,6,6,0,4,6,4,3,,,,,,,I think the most important issues the city should focus on are defunding the police and relocating those funds to support community programs and nonprofits that aid those in need in Prince George.,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 15% Increase (110.8163727)",Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: 15% Increase (97.72989271),Roads and Sidewalks: 15% Increase (129.0516159),Snow and Ice Control: 15% Increase (228.8766454),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: 5% Increase (400.2051272),Police Services: 15% Decrease (520.7574387),6,34,55,100,64,80,66,1,100,23,59,27
1,a880c356-986f-4060-b656-07009c051c2d,,Guest,"Oct 25, 2022  6:00am",Chilliwack (CA),,,,"No, Because why would I",,Selected,From the news media,,Selected,,,,,,3-5 years,,,Selected,,,No,,Selected,Yes,Selected,,"Sidewalks, Roads, Nature parks and trails",,,,Selected,Selected,,,Selected,,,7,,Submit,Selected,1,3,,1,,6,8,6,0,8,,0,Yes,Selected,,Yes,Selected,,Housing affordability,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 15% Increase (160.6050766),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Increase (134.6512432),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 15% Increase (97.72989271),Roads and Sidewalks: 15% Increase (129.0516159),Snow and Ice Control: 15% Increase (228.8766454),Bylaw Enforcement Services: 10% Decrease (43.19302335),Fire Protection Services: 15% Increase (438.3199012),Police Services: 15% Increase (704.5541818),69,76,78,100,100,100,83,100,84,22,50,28
1,3ac10be8-6c64-4cbc-b56d-2879dcc5f6c5,,Guest,"Oct 25, 2022  6:12am",Prince George (CA),750000,,,,,,"From the news media,  From one of the City’s social media channels",,Selected,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,Roads,,,,,Selected,,,,,,,,Submit,Selected,2,5,0,,,6,4,6,7,6,,6,,,,,,,Roads and infrastructure / traffic planning and improvements. The whole Vance road intersection needs to be re done. How is that intersection even going to work with a mcdonald's? It's not. Extend Ospika south already? The westgate Ave / bear Rd 3 way stop by the hiway is a nightmare every morning lots of accidents and close calls. Lots of intersection issues that need work.,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 15% Increase (160.6050766),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: 10% Decrease (76.48426386),Roads and Sidewalks: 15% Increase (129.0516159),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 10% Decrease (343.0329662),Police Services: Keep the Same (612.66),40,100,19,65,66,66,36,42,27,39,19,1
1,10d68b40-c803-496c-ac43-5ef55a1dec37,,Guest,"Oct 25, 2022  6:17am",Burnaby (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,a35fe61d-0d5c-42f7-9a9c-f0ed1dbc2a0f,,Guest,"Oct 25, 2022  6:34am",Prince George (CA),,,,Yes,Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Sidewalks, Roads, Nature parks and trails",,,,Selected,Selected,,,Selected,,,7,residential,,,,2,,1,,6,3,2,1,3,5,,Yes,Selected,,No,,Selected,,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 10% Increase (105.9982695)",Recreation and Community Services: 15% Increase (197.7898183), Public Transit Services: 15% Increase (97.72989271),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: 10% Decrease (43.19302335),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Decrease (520.7574387),58,,97,,63,72,64,13,,17,86,32
